"comentario";"depressao"
"amado, acredito que o tempo de hibernar ninguem escapa.pois tudo doi.o cabelo , o corpo a alma , vomitos. o dentes se quebram pelo excesso de travamento da boca. mas quem for forte e vencer esta fase onde se toma banho e fica craca na pele onde nao consegue cortar as unhas.nem depilar o corpo. as roupas encardida e rasgadas .mas   n consegue escutar um ai que tem que ir pra cama e tampar os ouvido com travesseiro e chorar.barulho faz mal vomito.. tudo muito louco. e querem que caminhamos.como vou caminhar se nao consigo lavar a louca. quem vencer esta fase. esta fase pra mim durou oito anos. ai comecei a ter periodo de uma hora de melhora entao  eu brigava co meu marido por ele nao ter chamado alguem para limpar a casa. a casa estava podre.  depois foi um dia. bem hoje faz um ano. mas  uns 4 meses eu consegui tomar uma decisao. pois nao  conseguia nada. tomei a decisao de aproveitar os momentos que eu estava bem e investir em mim. resgatar o passado com fotos.o que eu fazia que tinha tanta saude. e a parti dai decidi mesmo sendo medicada se alguem me perguntar eu falo que ja estou curada.mas tenho que tomar ainda remedios .cara  vc n  imagina a minha medica. ficou louca.meu marido e filhos nem se fala.  eles nao sabiam mais viver comigo percebi que ja estava excluida. ha mas ai eu me revoltei comigo. mesmo ruim dia unha pintei o cabelo  e queria roupa nova. fiz tudo isto e fui dormir quando cheguei em casa. mas a melhora vamos dizer visivel eu sentia. chorei esperniei. mas to ai.tudo que o senhor falo e ai  e  verdade. mas acho que esta fase de se fazer isto e quando estabiliza o quadro .pois tem a faze que e  a mais perigosa.e nesta fase e dormir e vegetar.sinto em discordar. nesta parte. mas passando a fase vegetativa ai sim automaticamente a pessoa faz isto. ai sim a luz do sol e mais linda de todas...beijo.deus te abencoe.......";"s"
"e exatamente assim! perder o interesse e nao sentir o prazer que tinha antes nas coisas que fazia e horrivel, o pessimismo e medo te paralisam e nada mais importa porque por dentro nao esta mais viva e isso transparece, realmente voce simplesmente existe e deseja nao acordar mais. quem nao passou por isso, jamais compreendera. e inexplicavel a sensacao!";"s"
" diegao bem mus deus eh etc mais tudo de bom ,,,mus deus eh etc mais mus deus eh etc mais mus deus eh etc mais mus deus eh etc mais mus deus eh etc mais mus deus eh etc mais mus deus eh etc mais tanto faz ,,nao ser e nao ter supersticao ,,,tanto faz ,sempre em qualquer coisa em mim sem fim evoluir nisso ganhar aumentar isso melhorar nisso amem amem ganhar melhorar ser bom 999% jesus jesus bom isso ganhar jesus forte d+++ melhorar isso sempre,,terco da cruz nisso,bom,em mim,sem fim,qualquer coisa por ai sempre  amem sempre sem fim isso amem d+++ creio sempre sem fim isso,em tudo que fizer amem d++ creio qualquer coisa por ai e em tudo que eu fizer amem,melhorar isso amem amem melhorar isso muito amem evoluir nisso,jesus forte que so bexiga muito forte jesus amem creio jesus e forte d+,tipo eu amem creio..,999% jesus amem,creio amem amem oh gloria  d+++ creio,,melhorar isso d+  muito evoluir nisso sempre + sempre tudo de bom e sempre vitoria e prosperidade amem creio amem tudo de bom pra mim sempre melhorar em prosperidade 999% jesus forte, d+++ melhorar em tudo isso 999% forte bem amem melhorar em tudo isso 999%que isso tenha boa evolucao melhoras nisso conquista boas eu agradeco coisas boas e por todos dias oh bem grande obrigado pelas coisas ah deus... bom humor,agradeco ah todo mundo e melhorar nisso tudo rapido 999% bom que seja sem fim grande amor que tenha felicidade boa eu 999% melhorar isso tudo 9999% da pra melhorar muito 99%bem,melhorar bastante isso amem grande melhorar, confianca grande...melhorar bem melhorar bastante grande sempre,,evolucao,,, jesus perdao e misericordia bastante melhorar tudo nessas coisas gracas ah deus palavra boa amem sempre,direto melhor sempre ganhar vitorias grandes melhorar no bom esperanca amem sempre sem fim pra mim e pra quem precisa e pra mim muito e ajudar-me sem fim,tanto faz,sempre ajuda-me bem  bastante sempre sem fim tudo pra bem fazer para o bem amem sempre isso e melhorar nisso amem sem fim bom sempre pro bem fazer oh bem sempre pra melhorar em tudo de bom em mim qualquer coisa por ai e negocio sempre sem fim melhorar nas coisas,nao ter inventario e sem inventacao, creio nisso melhorar nisso evoluir 99% grande em qualquer coisa por ai em mim grandemente bom,,terco da cruz, paz do senhor ter boa mente bom desenvolvimento pessoal desenvolvimento pessoal 999% em mim grande amem sempre isso amem grande evoluir melhorar bem...melhorar bastante grande,, bem aumentar bem bom,massa grande bem pra todos seila etc.... melhorar evolucao em tudo e ficar melhorar em tudo bombastico bom melhorar ganhar bem tudo de bom pra todos etc...pra mim evolucao pra tudo amem evolucao em tudo ...amem grande evolucao boa d++ melhorar evolucao 100% em tudo amem gracas bom sempre d+++ ..massa boa evolucao 999% d++ boa bom evolucao boa evoluir bem bom ..d+ boa  amem d+++ sempre bom d++ agradecer bom tambem d++ bom boa gracas ah deus d++ bom tudo de bom evolucao boa d+bom boa d++ gracas evolucao boa bem melhorar nisso muito evoluir muito bastante nisso boa bom evolucao d++ boa bomboa bom evoluir d+++ boa evolucao boa sempre bom boa evolucao d++ desenvolvimento do ser 9999%d+++ boa evolucao boaboa bom evoluir d++ sempre bom evolucao boa melhorar evoluir d++++ sempre bom boa evolucao boa d+++ grandemente boa melhorar boaaa evoluir bem em tudo amem evolucao boa bom gracas ah deus evolucao boa melhorar evolucao boa evolucao bem 9999% d+++ evolucao boaaaa d+++ gracas ah deus amem evolucao boa bem grandemente evolucao boaaaa d++ bem grandemente bem bom d+ evolucao boaa d++ grandemente boa evoluir evolucao boaaa, grandemente melhorar evolucao boaa seila grande tanto faz gratidao perdao,misericordia,merda 0 etc.tanto faz bem bom gracas ah deus aleluia evolucao boaaa melhoras evolucao boaa 999% e desenvolvimento amem d+++ e ave maria cheia de graca oh senhor eh com vosco e bendito sois voz entre as mulheres e bendito eh oh fruto do vosso ventre jesus santa maria mae de deus rogai por nos pecadores e na hora de nossa morte amem e pai nosso que esta s nos ceus santo e teu nome,,,evoluir d+++ boa evolucao boa sempre bom boa evolucao d++ desenvolvimento do ser 9999%d+++ boa evolucao boaboa bom evoluir d++ sempre bom evolucao boa melhorar evoluir d++++ sempre bom boa evolucao boa d+++ grandemente boa melhorar boaaa evoluir bem em tudo amem evolucao boa bom gracas ah";"n"
"poxa... felipe se voce ja passou pela depressao, me ajuda mano, meus pais nao me compreenderem, por favor eu preciso da tua ajuda, eu nunca brinquei com nada,por favor me ajuda.   qualquer cosia: 11 99892-4687  por favor me ajuda...por favor, eu tenho whatsapp, me chama, nao sou de passar para os outro, eu ja estou pesando em suicidio... moramos perto entao voce pode me ajudar! nao sei mais a quem recorrer!";"s"
"esses dai fazem parte do famoso clube dos close errado, e ainda tem os ativistas de telao, anitta, jojo, etc, todos se aproveitam dos publicos diferenciados mas na real eles estao cagando e andando para a diversidade, as minorias, os que nao sao representados pela midia... cabe a nos descobrir a verdade por tras desses atos e principalmente nao dar ibope, pois ibope e dinheiro para eles, vamos apoiar quem realmente merece!";"n"
"por incrivel que pareca e coisa de outro mundo eu pensei tudo isso hoje vindo para minha casa que o senhor esta falando colocar tudo isso no caderno as coisas boas que me traz felicidade alegria e as coisas ruim deixar no passado ai quando eu entro no youtube o video do senhor aparece e coisa de deus extraordinario sem palavras as vezes deus bota as coisas na minha mente e incrivel";"n"
"nao seria de se surpreender sobre as atitudes polemicas do ator, so quem ja passou, ou passa por essa doenca tem ideia do quanto ela afeta voce, e todos que estao por perto. por mais que voce queira melhorar, ela te puxa cada vez mais pra baixo, e chega uma hora que voce ja nao tem mais forcas pra retornar, e mesmo que outras pessoas tentam te oferecer ajuda, voce nao aceita ser ajudado, por que o fundo do poco se tornou comodo pra voce... infelizmente  melhoras ao jim carrey...";"n"
"amigos estou besta eu nao tava conseguindo dormi e nem mim concentrava mais so com tanto penssamento na minha cabeca muita nervosa anciosa e tava tomando calmante foi so eu ouvir esse abencoado som tem trez dias nao preciso mais de remedio  e nao sinto mais nada durmo a noite todinha esso fuciona mesmo esso e um milagri nao tenho duvida q deus abencoe quem fez essa bem tao precioso.";"n"
"admiro muito o jim. cresci vendo os filmes dele e o quanto me divertia com os mesmos... mas acho que muitos atores que se apagam um pouco da midia, se nao tiver uma cabeca centrada, acaba por cair em depressao. papeis ruins e filmes mediocres como protagonista, contribuiram muito pra isso. agora, nao desmerecendo o jered leto (que atuou perfeitamente) , mas se colocassem o jim como coringa (apesar de ja ter sido o charada), seria um show a parte!!";"n"
"eu amo demais meu 5h (fifth harmony) e a camila, bom depois da saida da camila o fandom de se dividiu, e e oq eu acho muito ruim, mas a parte boa e q a camila ta feliz e e isso q importa! e a gente nao teria havana nem o album da camila, nao teria o album das meninas, e a unica coisa q eu sei  e q eu amo todas, e nao preciso enaltecer uma e falar mal das outras, eu amo todas independente de tudo!";"n"
"ahahahaha essa da malu magalhaes me matou, mas ao contrario! essa tia ma falando para a malu respeitar a historia e o sofrimento dos negros! ate parece que essa tia ma sofreu alguma coisa. para mim podia entrar nessa lista ai viu meninos! ha negros que aproveitam a historia dos seus antepassados para receberem alguma especie de compensacao de uma suposta divida historica. um pensamento obtuso, do seculo passado que so serve para vincar diferencas em vez de promover a igualdade. muito contraproducente e bizarro. enfim!";"n"
"estou impressionado, tem um tempo ja comecei a ter crises de ansiedade, da falta de ar, a cabeca estranha, sensacao de desmaio, as vezes tremedeira, recentemente enquanto como e da essas crises a garganta fecha nao deixando a comida passar, angustia, enfim, coisas que me fazer perder momentos que eu gostaria muito se passar e bem. acabei de ouvir a primeira vez e e impressionante, no meio de uma crise e a respiracao e cabeca ja vai se acalmando. sem palavras pra agradecer essa descoberta.";"s"
"nossaa. sinto tudo isso. direto.  cansada cansada ao tempo todo. nao consigo fazer nada.  fico direto no meu quarto. nao tenho vontade de ve ninguem.  o barulho me incomoda. fico muito mal.  tomo remedio em dosagem extra , nao memorizo mais nada. sou uma pessoa inutil que so presta morrer. me culpam de tudo.  faco coisa que com 1 mnt, depois nao sei mais o que fiz. tenho vontade de sair pelas ruas e simplismente desaparecer ,,, minha familia diz que estou inventando coisas. me faco de vitima.  choro e frequente. e ,,";"s"
"acho q...eu tenho isso...eu quase nao falava com meus pais toda vez q eu ia dormir eu pensava no sentido de vida e morte e...quando falava com meus pais eu sentia q eles n me entendiam de vdd e isso foi quando eu tinha 10 anos agora ficou pior...eu desconto tudo na comida e entao comecei a engor e depois eu comecei a sofrer bulliyng mas eu mantinha minhas notas boas oara meus pais nao se preocuparem e nao falava nada sobre esse assunto mas ai eu comecei a me perguntar pq eu tava viva se tinha alguma utilidade na minha existencia entao wu comecei me cortar e aquilo nao doia n importa a profundade e como eu sempre gostei de mangas longas meus pais n perceberam mais um dia eu resolvi contar td pra eles e no meio da conversa eu comecei a chorar muito e entao meus pais me levaram oara um psicologo e entao eu fiquei curada entao n importa com quem seja desabafe e talvez essa pessoa possa te ajudar muito (^-^)";"s"
"bom tarde pessoal! hoje sabado 15/09/2018, sao 12:42, ouvindo este audio pela primeira vez hoje, estou muito contente, tranquila! quero dizer a voce  que esta  comecando  agora que vale a pena ouvir este audio e  coloca-lo como parte de sua rotina diaria! este audio e  uma necessidade  para quem sente angustia  ou depressao como tambem  ansiedades! pois dias atras  tinha voltado a ter esses sintomas e hoje estou me sentindo muito bem!o senhor jesus! obrigada  meu deus por este canal maravilhoso! fiquem todos na paz do nosso senhor jesus cristo!";"s"
"me identifiquei com o video, sei como e passar anos com distimia e isso virar uma depressao tao forte que hoje em dia o que mais desejo e morrer, isso atrapalha e muito a vida cotidiana, nada tem graca, nada nos motiva e a reclusao e o isolamento parecem um caminho reconfortante. castanhari, otima iniciativa, espero que esse video nao seja visto pelo seu publico apenas como uma curiosidade, mas sim, como um alerta a todos que acompanham o canal, justamente pq a depressao pode acontecer com qualquer pessoa, e que os familiares e amigos nao levem com tanta leviandade esse assunto. o apoio e a empatia e extremamente importante. pq/ o descaso e o desdem desse problema nos afeta tao negativamente que torna-se muito prejudicial, um veneno. vivo isso tds os dias, e realmente mto complicado. apesar de ser uma especulacao se o jim carrey esta realmente em depressao, estimo e torco muito pela sua melhora, o momento que ele vive deve ser muito delicado e insuportavel. uma pessoa como ele que inspira geracoes, com alegria, risos e bom humor, realmente merece ser feliz!";"s"
